33779494 55 0.00 0.97
33779516 55 0.00 0.97
33779536 55 0.00 0.97
33779557 55 0.00 0.97
33779571 55 0.00 0.97
33779595 55 0.00 0.97
33779611 55 0.00 0.97
33779635 55 0.00 0.97
33779656 55 0.00 0.97
33779672 55 0.00 0.97
33779695 55 0.00 0.97
33779716 55 0.00 0.98
33779732 55 0.00 0.98
33779756 55 0.00 0.98
33779775 55 0.00 0.98
33779796 55 0.00 0.98
33779818 55 0.00 0.98
33779840 55 0.00 0.98
33779862 55 0.00 0.98
33779884 55 0.00 0.98
33779893 55 0.00 0.98
33779917 55 0.00 0.97
33779933 55 0.00 0.97
33779957 55 0.00 0.97
33779976 55 0.00 0.97
33779999 55 0.00 0.97
33780022 55 0.00 0.97
33780045 55 0.00 0.97
33780067 55 0.00 0.97
33780090 55 0.00 0.97
33780113 55 0.00 0.97
33780136 55 0.00 0.98
33780160 55 0.00 0.98
33780182 55 0.00 0.98
33780205 55 0.00 0.98
33780230 55 0.00 0.98
33780239 55 0.00 0.97
33780253 55 0.00 0.97
33780276 55 0.00 0.97
33780302 55 0.00 0.97
33780328 55 0.00 0.97
33780355 55 0.00 0.97
33780380 55 0.00 0.97
33780405 55 0.00 0.97
33780430 55 0.00 0.97
33780454 55 0.00 0.97
33780478 55 0.00 0.97
33780502 55 0.00 0.97
33780526 55 0.00 0.97
33780551 55 0.00 0.97
33780575 55 0.00 0.97
33780596 55 0.00 0.97
33780616 55 0.00 0.97
33780617 55 0.00 0.97
33780638 55 0.00 0.97
33780659 55 0.00 0.97
33780681 55 0.00 0.97
33780702 55 0.00 0.97
33780724 55 0.00 0.97
33780745 55 0.00 0.97
33780767 55 0.00 0.97
33780789 55 0.00 0.97
33780812 55 0.00 0.97
33780834 55 0.00 0.97
33780857 55 0.00 0.97
33780879 55 0.00 0.97
33780902 55 0.00 0.98
33780925 55 0.00 0.98
33780948 55 0.00 0.98
33780953 55 0.00 0.98
33780972 55 0.00 0.98
33780994 55 0.00 0.97
33781016 55 0.00 0.97
33781040 55 0.00 0.97
33781063 55 0.00 0.97
33781087 55 0.00 0.97
33781111 55 0.00 0.97
33781135 55 0.00 0.97
33781160 55 0.00 0.97
33781183 55 0.00 0.97
33781206 55 0.00 0.97
33781229 55 0.00 0.98
33781253 55 0.00 0.98
33781276 55 0.00 0.98
33781299 55 0.00 0.98
33781305 55 0.00 0.98
33781322 55 0.00 0.98
33781345 55 0.00 0.98
33781371 55 0.00 0.98
33781396 55 0.00 0.98
33781422 55 0.00 0.98
33781448 55 0.00 0.97
33781474 55 0.00 0.97
33781499 55 0.00 0.97
33781523 55 0.00 0.97
33781549 55 0.00 0.97
33781576 55 0.00 0.97
33781602 55 0.00 0.97
33781627 55 0.00 0.97
33781651 55 0.00 0.97
33781675 55 0.00 0.97
33781699 55 0.00 0.98
33781704 55 0.00 0.98
33781720 55 0.00 0.98
33781741 55 0.00 0.98
33781761 55 0.00 0.98
33781782 55 0.00 0.98
33781804 55 0.00 0.98
33781825 55 0.00 0.98
33781846 55 0.00 0.98
33781868 55 0.00 0.98
33781889 55 0.00 0.97
33781911 55 0.00 0.97
33781933 55 0.00 0.97
33781956 55 0.00 0.97
33781978 55 0.00 0.97
33782000 55 0.00 0.98
33782022 55 0.00 0.98
33782044 55 0.00 0.98
33782047 55 0.00 0.98
33782066 55 0.00 0.98
33782089 55 0.00 0.98
33782112 55 0.00 0.98
33782134 55 0.00 0.98
33782157 55 0.00 0.98
33782179 55 0.00 0.98
33782202 55 0.00 0.97
33782224 55 0.00 0.97
33782246 55 0.00 0.97
33782269 55 0.00 0.97
33782292 55 0.00 0.97
33782315 55 0.00 0.97
33782338 55 0.00 0.97
33782362 55 0.00 0.97
33782386 55 0.00 0.97
33782392 55 0.00 0.97
33782409 55 0.00 0.97
33782433 55 0.00 0.97
33782456 55 0.00 0.97
33782479 55 0.00 0.97
33782502 55 0.00 0.98
33782526 55 0.00 0.98
33782552 55 0.00 0.98
33782578 55 0.00 0.98
33782602 55 0.00 0.98
33782626 55 0.00 0.97
33782651 55 0.00 0.97
33782675 55 0.00 0.97
33782700 55 0.00 0.97
33782725 55 0.00 0.97
33782749 55 0.00 0.98
33782758 55 0.00 0.98
33782774 55 0.00 0.98
33782795 55 0.00 0.98
33782815 55 0.00 0.98
33782836 55 0.00 0.98
33782857 55 0.00 0.98
33782878 55 0.00 0.98
33782899 55 0.00 0.98
33782920 55 0.00 0.98
33782942 55 0.00 0.97
33782964 55 0.00 0.97
33782986 55 0.00 0.97
33783008 55 0.00 0.97
33783031 55 0.00 0.97
33783054 55 0.00 0.98
33783076 55 0.00 0.98
33783098 55 0.00 0.98
33783103 55 0.00 0.98
33783122 55 0.00 0.98
33783145 55 0.00 0.98
33783167 55 0.00 0.98
33783190 55 0.00 0.98
33783212 55 0.00 0.98
33783235 55 0.00 0.98
33783258 55 0.00 0.97
33783281 55 0.00 0.97
33783304 55 0.00 0.97
33783327 55 0.00 0.97
33783349 55 0.00 0.97
33783372 55 0.00 0.98
33783395 55 0.00 0.98
33783418 55 0.00 0.98
33783441 55 0.00 0.98
33783447 55 0.00 0.98
33783465 55 0.00 0.98
33783488 55 0.00 0.98
33783511 55 0.00 0.98
33783535 55 0.00 0.98
33783559 55 0.00 0.98
33783582 55 0.00 0.98
33783607 55 0.00 0.98
33783633 55 0.00 0.98
33783657 55 0.00 0.98
33783681 55 0.00 0.98
33783705 55 0.00 0.97
33783731 55 0.00 0.97
33783756 55 0.00 0.97
33783780 55 0.00 0.97
33783805 55 0.00 0.97
33783813 55 0.00 0.97
33783830 55 0.00 0.97
33783854 55 0.00 0.97
33783879 55 0.00 0.97
33783899 55 0.00 0.97
33783920 55 0.06 0.97
33783940 55 0.06 0.97
33783961 55 0.06 0.97
33783982 55 0.06 0.97
33784003 55 0.06 0.97
33784024 55 0.00 0.97
33784046 55 0.00 0.97
33784067 55 0.00 0.97
33784089 55 0.00 0.97
33784111 55 0.00 0.97
33784133 55 0.00 0.98
33784155 55 0.00 0.98
33784157 55 0.00 0.98
33784177 55 0.00 0.98
33784199 55 0.00 0.98
33784221 55 0.00 0.97
33784243 55 0.00 0.97
33784265 55 0.00 0.97
33784288 55 0.00 0.97
33784310 55 0.00 0.97
33784333 55 0.00 0.97
33784358 55 0.00 0.97
33784381 55 0.00 0.97
33784404 55 0.00 0.97
33784426 55 0.00 0.97
33784449 55 0.00 0.97
33784471 55 0.00 0.97
33784494 55 0.00 0.97
33784499 55 0.00 0.97
33784518 55 0.00 0.97
33784541 55 0.00 0.98
33784565 55 0.00 0.98
33784589 55 0.00 0.98
33784612 55 0.00 0.98
33784636 55 0.00 0.98
33784659 55 0.00 0.97
33784683 55 0.00 0.97
33784706 55 0.00 0.97
33784730 55 0.00 0.97
33784756 55 0.00 0.97
33784782 55 0.06 0.97
33784808 55 0.06 0.97
33784835 55 0.06 0.97
33784859 55 0.06 0.97
33784867 55 0.06 0.97
33784883 55 0.00 0.98
33784908 55 0.00 0.98
33784932 55 0.00 0.98
33784956 55 0.00 0.98
33784980 55 0.00 0.98
33785001 55 0.00 0.97
33785022 55 0.00 0.97
33785043 55 0.00 0.97
33785063 55 0.00 0.97
33785084 55 0.00 0.97
33785105 55 0.00 0.97
33785127 55 0.00 0.97
33785148 55 0.00 0.97
33785169 55 0.00 0.97
33785191 55 0.00 0.97
33785213 55 0.00 0.97
33785215 55 0.00 0.97
33785235 55 0.00 0.97
33785258 55 0.00 0.97
33785280 55 0.00 0.97
33785302 55 0.00 0.97
33785325 55 0.00 0.97
